timestamp,block,token,spread,profit
2025-05-02T23:21:53.843Z,22399353,USDC,1.5,0.001923
2025-05-02T23:21:54.199Z,22399353,DAI,1.5,0.002002
2025-05-02T23:21:54.488Z,22399353,UNI,1.5,0.000654
2025-05-02T23:21:54.725Z,22399353,WBTC,1.5,0.002067
2025-05-02T23:21:54.967Z,22399353,WETH,1.5,0.001158
2025-05-02T23:21:55.199Z,22399353,USDT,1.5,0.001806
2025-05-02T23:22:01.798Z,22399354,USDC,1.5,0.001447
2025-05-02T23:22:02.100Z,22399354,DAI,1.5,0.001194
2025-05-02T23:22:02.394Z,22399354,UNI,1.5,0.001252
2025-05-02T23:22:02.664Z,22399354,WBTC,1.5,0.001791
2025-05-02T23:22:02.911Z,22399354,WETH,1.5,0.00138
2025-05-02T23:22:03.198Z,22399354,USDT,1.5,0.001756
2025-05-02T23:22:13.819Z,22399355,USDC,1.5,0.001685
2025-05-02T23:22:14.305Z,22399355,DAI,1.5,0.001741
2025-05-02T23:22:14.568Z,22399355,UNI,1.5,0.001117
2025-05-02T23:22:14.881Z,22399355,WBTC,1.5,0.001801
2025-05-02T23:22:15.165Z,22399355,WETH,1.5,0.00168
2025-05-02T23:22:15.713Z,22399355,USDT,1.5,0.001374
2025-05-02T23:22:25.840Z,22399356,USDC,1.5,0.001439
2025-05-02T23:22:26.247Z,22399356,DAI,1.5,0.00132
2025-05-02T23:22:26.564Z,22399356,UNI,1.5,0.002493
2025-05-02T23:22:26.808Z,22399356,WBTC,1.5,0.001653
2025-05-02T23:22:27.142Z,22399356,WETH,1.5,0.001566
2025-05-02T23:22:27.702Z,22399356,USDT,1.5,0.000837
2025-05-02T23:22:37.870Z,22399357,USDC,1.5,0.002492
2025-05-02T23:22:38.309Z,22399357,DAI,1.5,0.002177
2025-05-02T23:22:38.654Z,22399357,UNI,1.5,0.001422
2025-05-02T23:22:38.880Z,22399357,WBTC,1.5,0.001653
2025-05-02T23:22:39.283Z,22399357,WETH,1.5,0.00156
2025-05-02T23:22:39.660Z,22399357,USDT,1.5,0.000867
2025-05-19T18:58:29.929Z,22518935,WETH,2.03,0.023944
2025-05-19T18:58:37.731Z,22518936,WETH,1.35,0.039715
2025-05-19T18:58:49.742Z,22518937,WETH,1.63,0.055133
2025-05-19T18:59:01.783Z,22518938,WETH,1.52,0.015348
2025-05-19T18:59:13.822Z,22518939,WETH,2.76,0.027417
2025-05-19T18:59:26.255Z,22518940,WETH,2.99,0.012707
2025-05-19T18:59:37.810Z,22518941,WETH,1.01,0.026094
2025-05-19T18:59:49.821Z,22518942,WETH,1.6,0.013912
2025-05-19T19:00:01.863Z,22518943,WETH,2.61,0.047585
2025-05-19T19:00:13.881Z,22518944,WETH,2.94,0.023966
2025-05-19T19:00:25.930Z,22518945,WETH,1.16,0.041456
2025-05-19T19:00:37.962Z,22518946,WETH,1.66,0.011902
2025-05-19T19:00:49.975Z,22518947,WETH,2.14,0.04287
2025-05-19T19:01:02.339Z,22518948,WETH,1.73,0.01071
2025-05-19T19:01:14.039Z,22518949,WETH,2.88,0.014645
2025-05-19T19:01:26.163Z,22518950,WETH,2.9,0.015966
2025-05-19T19:01:38.083Z,22518951,WETH,1.19,0.012901
2025-05-19T19:01:50.101Z,22518952,WETH,2.06,0.044553
2025-05-19T19:02:06.120Z,22518953,WETH,1.04,0.058416
2025-05-19T19:02:14.487Z,22518954,WETH,1.91,0.057746
2025-05-19T19:02:26.168Z,22518955,WETH,1.85,0.019039
2025-05-19T19:02:38.601Z,22518956,WETH,1.3,0.026928
2025-05-19T19:02:50.198Z,22518957,WETH,1.69,0.02593
2025-05-19T19:03:02.233Z,22518958,WETH,2.47,0.046644
2025-05-19T19:03:14.329Z,22518959,WETH,1.59,0.021959
2025-05-19T19:03:26.245Z,22518960,WETH,1.74,0.025944
2025-05-19T19:03:38.650Z,22518961,WETH,2.09,0.047595
2025-05-19T19:03:50.320Z,22518962,WETH,2.79,0.058275
2025-05-19T19:04:02.299Z,22518963,WETH,1.97,0.059269
2025-05-19T19:04:14.310Z,22518964,WETH,1.73,0.013338
2025-05-19T19:04:26.344Z,22518965,WETH,2.63,0.014956
2025-05-19T19:04:38.409Z,22518966,WETH,1.45,0.011016
2025-05-19T19:04:50.367Z,22518967,WETH,2.36,0.024583
2025-05-19T19:05:02.367Z,22518968,WETH,1.48,0.010897
2025-05-19T19:05:14.416Z,22518969,WETH,2.35,0.052309
2025-05-19T19:05:26.443Z,22518970,WETH,1.46,0.023858
2025-05-19T19:05:38.597Z,22518971,WETH,1.78,0.047548
2025-05-19T19:05:50.469Z,22518972,WETH,2.02,0.028368
2025-05-19T19:06:02.897Z,22518973,WETH,1.63,0.049476
2025-05-19T19:06:14.564Z,22518974,WETH,2.54,0.053766
2025-05-19T19:06:26.565Z,22518975,WETH,2.85,0.04209
2025-05-19T19:06:38.636Z,22518976,WETH,2.37,0.034891
2025-05-19T19:06:50.626Z,22518977,WETH,2.02,0.05806
2025-05-19T19:07:02.685Z,22518978,WETH,1.96,0.036883
2025-05-19T19:07:15.003Z,22518979,WETH,2.79,0.055193
2025-05-19T19:07:26.700Z,22518980,WETH,2.02,0.011913
2025-05-19T19:07:38.736Z,22518981,WETH,1.18,0.048902
2025-05-20T18:58:15.806Z,22526060,WETH,1.5,0.02
2025-05-20T18:58:27.282Z,22526061,WETH,1.5,0.02
2025-05-20T18:58:39.328Z,22526062,WETH,1.5,0.02
2025-05-20T18:58:51.047Z,22526063,WETH,1.5,0.02
2025-05-20T18:59:03.435Z,22526064,WETH,1.5,0.02
2025-05-20T18:59:15.381Z,22526065,WETH,1.5,0.02
2025-05-23T08:29:18.718Z,22544378,0xTokenA,1.2,0.05
2025-05-23T08:57:36.738Z,22544517,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T08:57:40.624Z,22544518,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T10:19:54.398Z,22544927,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T10:20:02.711Z,22544928,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:12:48.296Z,22545191,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:12:52.144Z,22545192,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:13:04.229Z,22545193,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:13:16.224Z,22545194,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:13:28.269Z,22545195,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:13:40.288Z,22545196,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:13:52.339Z,22545197,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:14:04.348Z,22545198,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:14:16.351Z,22545199,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:14:28.713Z,22545200,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:14:40.396Z,22545201,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:14:52.371Z,22545202,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:15:04.778Z,22545203,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:15:16.407Z,22545204,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:15:28.494Z,22545205,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:15:44.502Z,22545206,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:15:52.501Z,22545207,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:16:04.884Z,22545208,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:16:16.923Z,22545209,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:16:28.684Z,22545210,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:16:40.593Z,22545211,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:16:53.153Z,22545212,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:17:04.984Z,22545213,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:17:16.684Z,22545214,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:17:28.718Z,22545215,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:17:41.152Z,22545216,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:17:52.748Z,22545217,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:18:00.753Z,22545218,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:18:16.844Z,22545219,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:18:24.858Z,22545220,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:18:36.904Z,22545221,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:18:52.860Z,22545222,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:19:05.015Z,22545223,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:19:16.937Z,22545224,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:19:24.965Z,22545225,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:19:41.295Z,22545226,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:19:53.005Z,22545227,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:20:01.352Z,22545228,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:20:13.045Z,22545229,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:20:25.062Z,22545230,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:20:37.117Z,22545231,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:20:53.134Z,22545232,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:21:01.217Z,22545233,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:21:13.252Z,22545234,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:21:25.255Z,22545235,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:21:37.234Z,22545236,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:21:53.289Z,22545237,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:22:09.365Z,22545238,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:22:17.349Z,22545239,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:22:25.336Z,22545240,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:22:37.644Z,22545241,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:22:49.393Z,22545242,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:23:01.407Z,22545243,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:23:13.811Z,22545244,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:23:25.483Z,22545245,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:23:37.467Z,22545246,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:23:49.509Z,22545247,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:24:01.538Z,22545248,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:24:13.607Z,22545249,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:24:25.952Z,22545250,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:24:37.595Z,22545251,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:24:49.985Z,22545252,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:25:01.662Z,22545253,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:25:13.715Z,22545254,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:25:29.810Z,22545255,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:25:42.099Z,22545256,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:25:49.756Z,22545257,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:26:05.828Z,22545258,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:26:13.828Z,22545259,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:26:25.847Z,22545260,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:26:37.877Z,22545261,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:26:50.268Z,22545262,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:27:01.956Z,22545263,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:27:14.348Z,22545264,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:27:26.035Z,22545265,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:27:38.486Z,22545266,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:27:54.161Z,22545267,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:28:02.131Z,22545268,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:28:18.135Z,22545269,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:28:30.192Z,22545270,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:28:38.201Z,22545271,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:28:50.192Z,22545272,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:29:02.258Z,22545273,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:29:14.177Z,22545274,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:29:26.282Z,22545275,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:29:38.614Z,22545276,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:29:50.288Z,22545277,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:30:02.669Z,22545278,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:30:14.379Z,22545279,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:30:26.412Z,22545280,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:30:42.405Z,22545281,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:30:50.455Z,22545282,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:31:02.426Z,22545283,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:31:14.858Z,22545284,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:31:26.857Z,22545285,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:31:38.540Z,22545286,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:31:50.549Z,22545287,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:32:02.604Z,22545288,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:32:14.606Z,22545289,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:32:26.667Z,22545290,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:32:38.651Z,22545291,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:32:51.050Z,22545292,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:33:02.715Z,22545293,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:33:14.731Z,22545294,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:33:27.099Z,22545295,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:33:38.758Z,22545296,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:33:50.827Z,22545297,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:34:02.846Z,22545298,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:34:15.259Z,22545299,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:34:26.900Z,22545300,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:34:38.954Z,22545301,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:34:55.343Z,22545302,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:35:03.342Z,22545303,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:35:26.990Z,22545304,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:35:39.013Z,22545305,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:35:51.450Z,22545306,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:36:03.088Z,22545307,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:36:15.104Z,22545308,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:36:27.119Z,22545309,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:36:39.123Z,22545310,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:36:51.136Z,22545311,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:37:03.172Z,22545312,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:37:15.251Z,22545313,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:37:27.225Z,22545314,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:37:39.282Z,22545315,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:37:51.708Z,22545316,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:38:03.676Z,22545317,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:38:15.348Z,22545318,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:38:27.398Z,22545319,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:38:39.416Z,22545320,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:38:51.743Z,22545321,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:39:03.856Z,22545322,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:39:15.475Z,22545323,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:39:27.532Z,22545324,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:39:39.530Z,22545325,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:39:51.532Z,22545326,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:40:03.565Z,22545327,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:40:15.566Z,22545328,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:40:27.702Z,22545329,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:40:39.607Z,22545330,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:40:51.603Z,22545331,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:41:03.614Z,22545332,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:41:19.709Z,22545333,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
2025-05-23T11:41:28.070Z,22545334,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1.2,0.05
